,Unnamed: 0,Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Images
257,257,216.0,Isaiah Stewart,24.0,DET,C,58.0,13.0,22.7,3.8,6.9,0.55,0.7,2.1,0.333,3.1,4.9,0.642,0.6,1.7,2.3,0.756,1.7,3.3,5.0,1.1,0.3,1.6,1.2,2.9,10.0,6MOY-7,https://cdn.nba.com/headshots/nba/latest/1040x760/1630191.png
258,258,217.0,Harrison Barnes,33.0,SAS,PF,77.0,52.0,25.8,3.4,7.5,0.456,1.8,4.6,0.388,1.6,2.8,0.567,0.577,1.3,1.6,0.829,0.8,2.0,2.8,1.9,0.6,0.2,0.8,1.1,9.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/203084.png
259,259,218.0,Tristan Da Silva,24.0,ORL,SF,77.0,34.0,24.7,3.6,8.1,0.45,1.6,4.2,0.374,2.1,3.9,0.532,0.547,1.1,1.2,0.884,0.8,2.9,3.7,1.6,0.9,0.3,0.9,1.5,9.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641783.png
260,260,219.0,Ausar Thompson,23.0,DET,SF,73.0,72.0,26.0,4.2,7.9,0.525,0.1,0.3,0.25,4.1,7.6,0.537,0.53,1.5,2.6,0.571,2.1,3.7,5.7,3.1,2.0,0.9,1.5,2.7,9.9,"DPOY-3,DEF1",https://cdn.nba.com/headshots/nba/latest/1040x760/1641709.png
261,261,220.0,Royce O'Neale,32.0,PHO,SF,78.0,67.0,28.4,3.4,8.0,0.421,2.7,6.7,0.408,0.7,1.3,0.486,0.59,0.3,0.5,0.711,0.8,4.0,4.8,2.7,1.1,0.4,1.3,2.3,9.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1626220.png
262,262,221.0,Zach Collins,28.0,CHI,C,10.0,0.0,18.4,3.7,6.4,0.578,0.9,2.1,0.429,2.8,4.3,0.651,0.648,1.4,2.0,0.7,1.6,4.0,5.6,1.5,0.2,0.4,1.0,1.8,9.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628380.png
263,263,222.0,Micah Potter,27.0,IND,C,47.0,7.0,19.3,3.2,6.2,0.515,1.5,3.6,0.423,1.7,2.7,0.64,0.637,1.8,2.1,0.842,1.2,3.7,5.0,1.5,0.5,0.3,1.0,1.7,9.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630695.png
264,264,223.0,Javon Small,23.0,MEM,PG,41.0,12.0,20.2,3.3,7.0,0.465,1.5,3.5,0.423,1.8,3.6,0.507,0.569,1.7,2.0,0.829,0.9,2.2,3.1,3.7,0.8,0.2,1.4,1.6,9.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642914.png
265,265,224.0,Zaccharie Risacher,20.0,ATL,SF,67.0,46.0,22.4,3.6,8.0,0.455,1.4,3.9,0.368,2.2,4.1,0.536,0.544,0.9,1.3,0.644,1.1,2.8,3.8,1.1,0.9,0.5,0.9,2.2,9.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642258.png
266,266,225.0,Daniel Gafford,27.0,DAL,C,55.0,44.0,21.7,3.8,5.7,0.655,0.0,0.0,,3.8,5.7,0.655,0.655,2.0,2.9,0.683,2.5,4.4,6.9,1.1,0.8,1.3,1.1,2.6,9.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629655.png
267,267,226.0,Jay Huff,27.0,IND,C,82.0,47.0,21.0,3.5,7.5,0.476,1.5,4.5,0.319,2.1,2.9,0.723,0.574,1.0,1.2,0.828,0.9,3.1,4.0,1.5,0.5,1.9,0.9,2.4,9.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630643.png
268,268,227.0,T.J. McConnell,33.0,IND,PG,56.0,4.0,17.2,4.3,8.0,0.538,0.3,0.9,0.32,4.0,7.1,0.565,0.556,0.4,0.5,0.862,0.4,1.8,2.2,5.1,1.0,0.2,1.1,1.1,9.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/204456.png
269,269,228.0,Svi Mykhailiuk,28.0,UTA,SF,50.0,41.0,23.1,3.5,7.2,0.478,2.0,4.8,0.408,1.5,2.4,0.615,0.613,0.5,0.6,0.893,0.7,1.8,2.5,1.9,0.5,0.1,0.8,1.3,9.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629004.png
270,270,229.0,Aaron Wiggins,27.0,OKC,SG,65.0,21.0,21.8,3.6,8.2,0.431,1.5,4.2,0.356,2.1,4.1,0.508,0.521,0.8,1.1,0.736,0.6,2.4,3.1,1.7,0.9,0.4,1.2,1.3,9.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630598.png
271,271,230.0,Daniss Jenkins,24.0,DET,PG,72.0,19.0,20.2,3.2,7.9,0.408,1.0,2.7,0.374,2.2,5.2,0.426,0.473,1.9,2.2,0.832,0.7,1.6,2.3,3.9,0.9,0.2,1.6,1.5,9.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642450.png
272,272,231.0,Davion Mitchell,27.0,MIA,PG,70.0,70.0,28.6,3.7,7.6,0.49,1.3,3.3,0.395,2.4,4.4,0.561,0.574,0.6,0.9,0.646,0.5,2.2,2.7,6.5,1.0,0.2,1.5,2.6,9.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630558.png
273,273,232.0,Isaac Okoro,25.0,CHI,SG,63.0,62.0,26.9,3.3,7.3,0.46,1.2,3.5,0.33,2.2,3.8,0.58,0.539,1.4,1.8,0.795,1.1,1.7,2.7,1.6,0.7,0.5,0.7,2.6,9.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630171.png
274,274,233.0,Landry Shamet,28.0,NYK,SG,51.0,12.0,23.0,3.1,7.1,0.437,2.0,5.2,0.392,1.1,2.0,0.554,0.578,1.1,1.5,0.711,0.5,1.4,1.8,1.4,0.6,0.2,0.6,1.5,9.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629013.png
275,275,234.0,Marcus Smart,31.0,LAL,SG,62.0,54.0,28.5,3.0,7.7,0.395,1.6,4.7,0.331,1.5,3.0,0.497,0.497,1.7,2.1,0.822,0.6,2.2,2.8,3.0,1.4,0.4,1.5,2.6,9.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/203935.png
276,276,235.0,Jaden Hardy,23.0,2TM,SG,57.0,4.0,15.8,3.2,7.5,0.424,1.8,4.6,0.397,1.4,2.9,0.467,0.545,1.0,1.3,0.733,0.3,1.2,1.5,1.0,0.3,0.1,1.1,1.6,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png
277,277,235.0,Jaden Hardy,23.0,DAL,SG,34.0,4.0,12.6,2.3,5.7,0.402,1.4,3.6,0.371,0.9,2.1,0.457,0.521,0.9,1.2,0.775,0.3,1.1,1.4,0.9,0.3,0.1,0.8,1.1,6.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png
278,278,235.0,Jaden Hardy,23.0,WAS,SG,23.0,0.0,20.4,4.5,10.2,0.443,2.5,6.0,0.42,2.0,4.2,0.474,0.566,1.0,1.5,0.686,0.2,1.5,1.7,1.3,0.3,0.2,1.5,2.2,12.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630702.png
279,279,236.0,Isaiah Hartenstein,27.0,OKC,C,47.0,46.0,24.2,3.9,6.3,0.622,0.0,0.1,0.0,3.9,6.1,0.637,0.622,1.4,2.2,0.61,3.2,6.3,9.4,3.5,1.0,0.8,1.7,2.5,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628392.png
280,280,237.0,Sam Hauser,28.0,BOS,PF,78.0,49.0,24.8,3.2,7.7,0.419,2.5,6.5,0.393,0.7,1.2,0.557,0.584,0.2,0.3,0.85,0.7,3.1,3.8,1.5,0.5,0.3,0.4,1.4,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630573.png
281,281,238.0,Corey Kispert,26.0,2TM,SF,58.0,10.0,18.6,3.2,6.8,0.467,1.5,4.1,0.367,1.7,2.7,0.618,0.577,1.3,1.7,0.794,0.5,1.8,2.3,1.6,0.3,0.2,0.8,1.0,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630557.png
282,282,238.0,Corey Kispert,26.0,WAS,SF,19.0,2.0,19.5,3.1,6.3,0.496,1.6,4.0,0.395,1.5,2.3,0.674,0.622,1.4,1.8,0.765,0.3,2.0,2.3,1.7,0.4,0.2,0.7,1.1,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630557.png
283,283,238.0,Corey Kispert,26.0,ATL,SF,39.0,8.0,18.2,3.2,7.1,0.455,1.5,4.1,0.354,1.7,2.9,0.596,0.558,1.3,1.6,0.81,0.5,1.7,2.3,1.5,0.2,0.2,0.8,1.0,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630557.png
284,284,239.0,Taurean Prince,31.0,MIL,SF,26.0,7.0,23.5,3.3,7.3,0.45,2.3,5.4,0.436,1.0,2.0,0.49,0.61,0.2,0.2,1.0,0.2,3.0,3.1,1.8,0.6,0.2,1.2,1.8,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1627752.png
285,285,240.0,Gui Santos,23.0,GSW,PF,68.0,30.0,20.5,3.4,6.8,0.5,1.1,3.3,0.351,2.2,3.5,0.639,0.585,1.3,1.8,0.725,1.1,2.8,3.9,2.3,0.9,0.3,1.5,2.1,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630611.png
286,286,241.0,Cam Whitmore,21.0,WAS,SF,21.0,0.0,16.9,3.7,8.0,0.456,0.8,2.7,0.286,2.9,5.4,0.54,0.503,1.1,1.5,0.742,0.9,1.9,2.8,0.7,0.7,0.4,0.9,1.2,9.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641715.png
287,287,242.0,Quenton Jackson,27.0,IND,PG,49.0,19.0,18.3,3.1,6.7,0.47,0.9,2.4,0.356,2.3,4.3,0.533,0.534,2.0,2.4,0.824,0.6,1.8,2.3,2.9,0.6,0.1,1.3,1.7,9.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631245.png
288,288,243.0,Tristan Vukcevic,22.0,WAS,C,49.0,12.0,13.7,3.1,6.5,0.479,1.0,2.9,0.347,2.1,3.5,0.59,0.558,1.8,2.3,0.784,0.7,2.3,3.0,1.1,0.5,0.7,1.3,1.7,9.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1641774.png
289,289,244.0,Devin Carter,23.0,SAC,PG,38.0,12.0,18.4,3.2,7.7,0.414,0.8,3.0,0.263,2.4,4.7,0.511,0.466,1.8,2.5,0.713,0.9,2.3,3.3,2.7,0.9,0.2,1.4,1.3,8.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642269.png
290,290,245.0,Herbert Jones,27.0,NOP,SF,56.0,56.0,28.4,3.3,8.5,0.383,1.4,4.6,0.309,1.8,3.9,0.47,0.467,0.9,1.1,0.806,0.8,2.6,3.4,2.8,1.6,0.5,1.3,3.2,8.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630529.png
291,291,246.0,Nolan Traoré,19.0,BRK,PG,56.0,31.0,22.2,3.3,8.6,0.38,1.1,3.4,0.318,2.2,5.1,0.422,0.444,1.3,1.7,0.787,0.3,1.5,1.8,3.8,0.8,0.4,2.3,2.1,8.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642849.png
292,292,247.0,Danny Wolf,21.0,BRK,PF,57.0,15.0,20.8,3.1,7.7,0.405,1.2,3.7,0.322,1.9,4.0,0.48,0.482,1.5,1.9,0.771,1.0,3.9,4.9,2.2,0.5,0.6,1.3,2.2,8.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642874.png
293,293,248.0,John Poulakidas,22.0,DAL,SG,13.0,0.0,19.5,3.0,7.0,0.429,2.4,5.9,0.403,0.6,1.1,0.571,0.599,0.5,0.5,0.857,0.3,2.0,2.3,0.8,0.5,0.3,0.3,2.2,8.8,,
294,294,249.0,Payton Sandfort,23.0,OKC,SF,4.0,0.0,15.8,3.3,6.5,0.5,1.8,4.3,0.412,1.5,2.3,0.667,0.635,0.5,1.0,0.5,0.3,2.3,2.5,0.0,0.3,0.0,0.3,2.0,8.8,,
295,295,250.0,Cody Williams,21.0,UTA,SG,67.0,41.0,24.3,3.6,7.6,0.468,0.4,2.0,0.214,3.1,5.6,0.556,0.495,1.3,1.8,0.706,0.9,2.0,3.0,2.0,0.8,0.4,1.1,1.8,8.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642262.png
296,296,251.0,Justin Champagnie,24.0,WAS,SF,69.0,19.0,20.0,3.4,6.7,0.502,0.8,2.4,0.319,2.6,4.3,0.605,0.56,1.2,1.5,0.784,2.1,3.5,5.6,1.2,0.9,0.6,0.7,1.7,8.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630551.png
297,297,252.0,Jordan Goodwin,27.0,PHO,PG,70.0,10.0,22.5,3.3,7.9,0.413,1.6,4.3,0.371,1.7,3.6,0.462,0.514,0.6,0.8,0.696,2.0,2.9,4.9,2.2,1.5,0.2,1.0,1.9,8.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630692.png
298,298,253.0,Day'Ron Sharpe,24.0,BRK,C,62.0,7.0,18.7,3.5,5.7,0.601,0.1,0.6,0.231,3.3,5.1,0.647,0.614,1.7,2.5,0.678,2.8,3.9,6.7,2.3,1.1,0.4,1.7,2.4,8.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630549.png
299,299,254.0,Jonas Valančiūnas,33.0,DEN,C,65.0,6.0,13.4,3.5,6.0,0.582,0.1,0.4,0.308,3.4,5.6,0.602,0.592,1.6,2.1,0.772,1.6,3.4,5.1,1.2,0.2,0.6,1.1,2.0,8.7,,https://cdn.nba.com/headshots/nba/latest/1040x760/202685.png
300,300,255.0,Jordan Clarkson,33.0,NYK,SG,72.0,1.0,17.8,3.3,7.3,0.451,1.0,3.0,0.327,2.3,4.3,0.535,0.517,1.1,1.3,0.83,0.9,0.9,1.8,1.3,0.4,0.1,0.9,1.7,8.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/203903.png
301,301,256.0,Nique Clifford,23.0,SAC,SG,75.0,28.0,25.1,3.3,7.9,0.418,1.0,3.1,0.333,2.3,4.9,0.471,0.482,0.9,1.3,0.722,0.9,2.9,3.8,2.4,0.9,0.3,1.5,2.1,8.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642363.png
302,302,257.0,Cason Wallace,22.0,OKC,SG,77.0,58.0,26.6,3.3,7.6,0.432,1.3,3.7,0.351,2.0,3.8,0.51,0.518,0.7,0.9,0.809,0.8,2.3,3.1,2.6,1.9,0.4,0.9,2.0,8.6,"DPOY-7,DEF2",https://cdn.nba.com/headshots/nba/latest/1040x760/1641717.png
303,303,258.0,Jaden Ivey,23.0,2TM,SG,37.0,5.0,18.1,3.1,6.9,0.445,1.4,3.6,0.373,1.7,3.3,0.525,0.543,1.0,1.3,0.809,0.6,1.8,2.5,1.8,0.6,0.4,1.1,1.4,8.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png
304,304,258.0,Jaden Ivey,23.0,DET,SG,33.0,2.0,16.8,3.0,6.7,0.45,1.3,3.4,0.372,1.7,3.2,0.533,0.545,0.9,1.2,0.789,0.6,1.6,2.2,1.6,0.5,0.4,1.1,1.3,8.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png
305,305,258.0,Jaden Ivey,23.0,CHI,SG,4.0,3.0,28.8,3.8,9.0,0.417,2.0,5.3,0.381,1.8,3.8,0.467,0.528,2.0,2.3,0.889,1.3,3.5,4.8,4.0,2.0,0.5,1.5,2.3,11.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631093.png
306,306,259.0,Vít Krejčí,25.0,2TM,PG,65.0,8.0,21.4,3.0,6.6,0.448,2.0,5.0,0.39,1.0,1.6,0.634,0.597,0.6,0.8,0.745,0.5,1.8,2.3,1.5,0.7,0.3,0.6,2.1,8.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630249.png
307,307,259.0,Vít Krejčí,25.0,ATL,PG,46.0,8.0,22.3,3.1,6.7,0.464,2.2,5.2,0.423,0.9,1.5,0.609,0.628,0.6,0.8,0.75,0.4,1.7,2.1,1.5,0.8,0.3,0.7,2.3,9.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630249.png
308,308,259.0,Vít Krejčí,25.0,POR,PG,19.0,0.0,19.2,2.6,6.4,0.405,1.4,4.7,0.303,1.2,1.7,0.688,0.517,0.6,0.8,0.733,0.6,2.1,2.7,1.7,0.5,0.3,0.6,1.6,7.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630249.png
309,309,260.0,Simone Fontecchio,30.0,MIA,SF,70.0,9.0,16.8,2.8,6.7,0.412,1.8,4.7,0.375,1.0,2.0,0.497,0.542,1.2,1.5,0.843,0.8,2.2,3.0,1.4,0.5,0.1,0.7,1.5,8.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631323.png
310,310,261.0,Bones Hyland,25.0,MIN,PG,71.0,3.0,16.6,3.0,6.6,0.453,1.6,4.2,0.388,1.4,2.4,0.568,0.577,0.9,1.2,0.78,0.3,1.5,1.8,2.6,0.6,0.2,1.0,1.7,8.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630538.png
311,311,262.0,Brook Lopez,37.0,LAC,C,75.0,40.0,21.8,3.1,7.2,0.428,1.5,4.2,0.36,1.6,3.0,0.524,0.533,0.7,1.0,0.757,0.6,3.0,3.6,1.3,0.6,1.2,0.8,2.1,8.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/201572.png
312,312,263.0,Collin Murray-Boyles,20.0,TOR,PF,57.0,22.0,21.9,3.5,6.0,0.579,0.3,0.9,0.34,3.2,5.1,0.62,0.604,1.2,1.9,0.657,2.3,2.7,5.0,1.9,0.9,0.9,1.0,2.6,8.5,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642867.png
313,313,264.0,Luke Kennard,29.0,2TM,SG,78.0,6.0,21.6,3.0,5.7,0.533,1.5,3.1,0.478,1.5,2.5,0.601,0.665,0.8,0.9,0.913,0.4,1.9,2.3,2.2,0.7,0.1,0.8,1.3,8.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628379.png
314,314,264.0,Luke Kennard,29.0,ATL,SG,46.0,0.0,20.5,2.8,5.2,0.538,1.6,3.2,0.497,1.2,2.0,0.604,0.692,0.7,0.8,0.914,0.4,1.7,2.2,2.1,0.7,0.1,0.7,1.2,7.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628379.png
315,315,264.0,Luke Kennard,29.0,LAL,SG,32.0,6.0,23.0,3.3,6.3,0.527,1.3,3.0,0.448,2.0,3.3,0.598,0.633,1.0,1.1,0.912,0.4,2.2,2.6,2.4,0.7,0.1,0.9,1.5,9.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628379.png
316,316,265.0,Kentavious Caldwell-Pope,32.0,MEM,SG,51.0,14.0,21.3,2.9,7.2,0.41,1.1,3.4,0.316,1.9,3.8,0.495,0.485,1.4,1.6,0.913,0.4,2.1,2.5,2.7,0.8,0.2,1.2,1.1,8.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/203484.png
317,317,266.0,Draymond Green,35.0,GSW,PF,68.0,68.0,27.5,3.0,7.2,0.418,1.5,4.6,0.326,1.5,2.7,0.575,0.52,0.9,1.2,0.702,0.8,4.7,5.5,5.5,0.9,0.6,2.7,2.9,8.4,DPOY-11,https://cdn.nba.com/headshots/nba/latest/1040x760/203110.png
318,318,267.0,Jared McCain,21.0,2TM,SG,67.0,3.0,17.3,3.0,7.2,0.425,1.5,3.8,0.385,1.6,3.3,0.471,0.528,0.8,0.9,0.864,0.3,1.7,2.0,1.3,0.5,0.1,0.8,1.2,8.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642272.png
319,319,267.0,Jared McCain,21.0,PHI,SG,37.0,1.0,16.8,2.4,6.2,0.385,1.2,3.2,0.378,1.2,3.0,0.393,0.483,0.6,0.7,0.88,0.2,1.9,2.0,1.7,0.6,0.1,0.8,1.2,6.6,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642272.png
320,320,267.0,Jared McCain,21.0,OKC,SG,30.0,2.0,18.0,3.8,8.3,0.462,1.8,4.6,0.391,2.0,3.7,0.55,0.57,1.0,1.1,0.853,0.6,1.5,2.1,0.9,0.4,0.1,0.9,1.3,10.4,,https://cdn.nba.com/headshots/nba/latest/1040x760/1642272.png
321,321,268.0,Luguentz Dort,26.0,OKC,SF,69.0,69.0,26.8,2.9,7.6,0.385,1.9,5.4,0.344,1.1,2.2,0.487,0.508,0.6,0.8,0.759,0.8,2.7,3.6,1.2,0.9,0.4,0.8,2.6,8.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629652.png
322,322,269.0,Al Horford,39.0,GSW,C,45.0,13.0,21.5,3.1,7.2,0.426,1.6,4.6,0.361,1.4,2.6,0.538,0.54,0.5,0.6,0.846,1.0,3.9,4.9,2.6,0.7,1.1,0.9,1.1,8.3,,https://cdn.nba.com/headshots/nba/latest/1040x760/201143.png
323,323,270.0,Josh Oduro,25.0,NOP,PF,3.0,1.0,27.3,3.7,5.7,0.647,0.0,0.7,0.0,3.7,5.0,0.733,0.647,1.0,2.0,0.5,3.7,4.0,7.7,1.3,0.0,0.0,0.7,4.7,8.3,,
324,324,271.0,Kadary Richmond,24.0,WAS,SG,3.0,0.0,22.3,3.3,5.3,0.625,0.7,1.3,0.5,2.7,4.0,0.667,0.688,1.0,1.0,1.0,0.3,3.0,3.3,2.7,2.7,0.3,0.7,0.7,8.3,,
325,325,272.0,Malachi Smith,26.0,BRK,SG,15.0,4.0,23.9,3.2,6.6,0.485,1.3,3.1,0.435,1.9,3.5,0.528,0.586,0.5,0.5,1.0,0.8,2.6,3.4,3.3,0.8,0.3,0.9,0.9,8.3,,
326,326,273.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,20.2,3.0,8.0,0.375,1.2,3.2,0.368,1.8,4.8,0.379,0.448,1.0,1.3,0.75,0.3,0.5,0.8,1.7,0.5,0.0,1.5,2.3,8.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/203078.png
327,327,274.0,LJ Cryer,24.0,GSW,PG,18.0,1.0,16.2,2.6,6.5,0.402,2.1,5.2,0.394,0.6,1.3,0.435,0.56,0.9,1.1,0.895,0.2,1.3,1.6,1.0,0.2,0.0,0.8,1.6,8.2,,
328,328,275.0,Ron Holland,20.0,DET,SF,78.0,5.0,19.9,3.0,7.0,0.432,0.6,2.5,0.253,2.4,4.4,0.535,0.478,1.5,1.9,0.805,1.1,3.0,4.0,1.2,1.2,0.3,1.2,2.3,8.2,,
329,329,276.0,Chaney Johnson,23.0,BRK,SF,17.0,1.0,20.5,3.0,5.5,0.543,0.5,1.8,0.3,2.5,3.8,0.656,0.59,1.6,2.1,0.8,1.9,2.7,4.6,2.1,0.9,0.5,1.2,3.0,8.2,,
330,330,277.0,Jake LaRavia,24.0,LAL,PF,82.0,43.0,25.1,2.9,6.4,0.459,1.0,3.0,0.321,2.0,3.4,0.579,0.533,1.4,1.9,0.763,1.4,2.6,4.0,1.8,1.3,0.5,1.1,2.4,8.2,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631222.png
331,331,278.0,Sharife Cooper,24.0,WAS,PG,41.0,1.0,17.1,3.1,6.0,0.514,0.7,1.9,0.382,2.4,4.2,0.573,0.573,1.2,1.5,0.833,0.4,1.7,2.1,3.0,0.4,0.1,1.5,1.5,8.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630536.png
332,332,279.0,Luka Garza,27.0,BOS,C,69.0,6.0,16.2,3.0,5.2,0.577,0.8,1.8,0.433,2.2,3.3,0.657,0.654,1.3,1.7,0.769,2.3,1.8,4.1,1.0,0.4,0.4,0.7,2.3,8.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630568.png
333,333,280.0,Bez Mbeng,22.0,UTA,SG,15.0,5.0,32.8,3.3,6.7,0.5,0.4,2.1,0.194,2.9,4.6,0.638,0.53,1.1,1.7,0.64,1.2,2.6,3.8,4.1,2.3,0.3,1.5,3.1,8.1,,
334,334,281.0,Bryce McGowens,23.0,NOP,SG,42.0,13.0,21.0,2.7,5.6,0.481,0.9,2.2,0.409,1.8,3.4,0.528,0.561,1.8,2.3,0.779,0.3,1.8,2.1,1.5,0.6,0.2,0.4,2.1,8.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631121.png
335,335,282.0,Gary Trent Jr.,27.0,MIL,SG,65.0,21.0,21.2,2.8,7.3,0.387,1.9,5.3,0.36,0.9,2.0,0.458,0.517,0.6,0.8,0.769,0.1,0.9,1.0,1.2,0.5,0.0,0.6,1.3,8.1,,https://cdn.nba.com/headshots/nba/latest/1040x760/1629018.png
336,336,283.0,Mouhamadou Gueye,27.0,CHI,PF,2.0,0.0,22.5,3.0,5.5,0.545,0.5,2.5,0.2,2.5,3.0,0.833,0.591,1.5,2.0,0.75,1.0,2.0,3.0,3.0,1.0,0.5,1.5,2.0,8.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631338.png
337,337,284.0,DeJon Jarreau,28.0,MEM,SG,11.0,0.0,21.0,3.0,7.5,0.398,0.4,2.7,0.133,2.6,4.8,0.547,0.422,1.6,2.1,0.783,1.1,3.5,4.6,3.3,0.9,0.7,2.4,2.5,8.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630610.png
338,338,285.0,David Roddy,24.0,DEN,PF,5.0,0.0,14.6,3.0,6.0,0.5,0.6,2.2,0.273,2.4,3.8,0.632,0.55,1.4,1.4,1.0,1.6,2.4,4.0,0.8,0.8,0.2,0.4,1.4,8.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631223.png
339,339,286.0,Tre Scott,29.0,BRK,PF,6.0,4.0,30.3,3.2,8.3,0.38,1.0,3.2,0.316,2.2,5.2,0.419,0.44,0.7,1.0,0.667,1.7,3.5,5.2,1.7,1.3,0.8,0.7,2.0,8.0,,
340,340,287.0,Nate Williams,26.0,GSW,SG,14.0,2.0,17.1,3.1,6.3,0.489,0.9,2.1,0.433,2.1,4.1,0.517,0.563,0.9,1.1,0.867,1.4,0.7,2.1,1.0,0.4,0.0,1.1,1.9,8.0,,https://cdn.nba.com/headshots/nba/latest/1040x760/78561.png
341,341,288.0,Bruce Brown,29.0,DEN,SG,82.0,4.0,24.4,3.0,6.4,0.475,0.7,1.8,0.385,2.3,4.6,0.511,0.53,1.2,1.5,0.762,1.0,2.8,3.9,2.1,1.0,0.2,1.1,2.4,7.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1628971.png
342,342,289.0,Moussa Diabaté,24.0,CHO,C,73.0,47.0,26.0,3.1,5.0,0.631,0.0,0.0,0.5,3.1,4.9,0.632,0.632,1.6,2.4,0.659,3.7,5.0,8.7,1.9,0.8,1.0,1.0,2.4,7.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631217.png
343,343,290.0,Tyson Etienne,26.0,BRK,PG,24.0,2.0,15.8,2.4,6.0,0.4,1.8,4.5,0.398,0.6,1.5,0.405,0.548,1.3,1.5,0.833,0.2,0.9,1.1,1.7,0.5,0.0,0.7,2.0,7.9,,https://cdn.nba.com/headshots/nba/latest/1040x760/1630623.png
344,344,291.0,Leonard Miller,22.0,2TM,SF,46.0,12.0,15.6,3.2,5.7,0.553,0.7,2.2,0.323,2.5,3.5,0.693,0.615,0.8,1.2,0.736,1.2,2.8,3.9,0.9,0.4,0.3,0.8,1.4,7.8,,https://cdn.nba.com/headshots/nba/latest/1040x760/1631159.png
