,Rk,Player,Pos,Age,Tm,Games,Games Started,Minutes Played Per Game,Field Goals Per Game,Field Goal Attempts Per Game,Field Goal Percentage,3-Point Field Goals Per Game,3-Point Field Goal Attempts Per Game,3-Point Field Goal Percentage,2-Point Field Goals Per Game,2-Point Field Goal Attempts Per Game,2-Point Field Goal Percentage,Effective Field Goal Percentage,Free Throws Per Game,Free Throw Attempts Per Game,Free Throw Percentage,Offensive Rebounds Per Game,Defensive Rebounds Per Game,Total Rebounds Per Game,Assists Per Game,Steals Per Game,Blocks Per Game,Turnovers Per Game,Personal Fouls Per Game,Points Per Game,Season
103,104,Ryan Hollins,C,27,BOS,17,0,10.0,0.6,1.5,.423,0.0,0.0,0,0.6,1.5,.423,.423,0.2,0.5,.444,0.9,0.6,1.6,0.5,0.0,0.5,0.4,1.7,1.5,2011-2012
104,105,Al Horford,C,25,ATL,3,2,36.0,6.7,11.3,.588,0.0,0.0,0,6.7,11.3,.588,.588,2.0,2.7,.750,1.7,6.7,8.3,2.7,1.3,1.3,4.0,3.7,15.3,2011-2012
105,106,Josh Howard,SF,31,UTA,4,3,15.8,1.3,4.3,.294,0.3,0.5,.500,1.0,3.8,.267,.324,1.0,1.3,.800,1.0,2.5,3.5,1.0,0.5,0.3,0.5,0.8,3.8,2011-2012
106,107,Juwan Howard,PF,38,MIA,9,0,2.7,0.2,0.8,.286,0.0,0.0,0,0.2,0.8,.286,.286,0.3,0.4,.750,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.8,2011-2012
107,108,Serge Ibaka,PF,22,OKC,20,20,28.5,4.2,8.0,.528,0.1,0.2,.250,4.2,7.8,.535,.531,1.3,1.8,.722,2.4,3.4,5.8,0.6,0.6,3.0,0.6,2.9,9.8,2011-2012
108,109,Andre Iguodala,SF,28,PHI,13,13,38.8,4.5,11.6,.384,1.5,3.8,.388,3.0,7.8,.382,.447,2.5,4.3,.589,1.3,4.4,5.7,3.7,1.5,0.4,1.5,2.5,12.9,2011-2012
109,110,Royal Ivey,SG,30,OKC,5,0,4.2,0.8,2.2,.364,0.4,1.0,.400,0.4,1.2,.333,.455,0.2,0.4,.500,0.2,0.4,0.6,0.2,0.4,0.0,0.2,0.4,2.2,2011-2012
110,111,Stephen Jackson,SF,33,SAS,14,0,21.4,2.7,5.1,.535,1.9,3.1,.605,0.9,2.0,.429,.718,1.0,1.1,.933,0.4,1.6,2.0,1.7,0.6,0.2,1.3,2.7,8.3,2011-2012
111,112,LeBron James,SF,27,MIA,23,23,42.7,10.9,21.8,.500,1.0,3.7,.259,10.0,18.1,.549,.522,7.5,10.2,.739,2.3,7.4,9.7,5.6,1.9,0.7,3.5,2.0,30.3,2011-2012
112,113,Al Jefferson,C,27,UTA,4,4,35.3,9.0,17.0,.529,0.0,0.3,.000,9.0,16.8,.537,.529,0.3,1.0,.250,1.8,6.8,8.5,2.5,1.3,0.8,1.3,2.5,18.3,2011-2012
113,114,Jared Jeffries,PF,30,NYK,5,0,6.8,0.2,1.2,.167,0.0,0.0,0,0.2,1.2,.167,.167,0.0,0.0,0,1.2,1.2,2.4,0.0,0.2,0.0,0.2,1.0,0.4,2011-2012
114,115,Yi Jianlian,PF,24,DAL,1,0,5.0,1.0,3.0,.333,0.0,1.0,.000,1.0,2.0,.500,.333,0.0,1.0,.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,2011-2012
115,116,Ivan Johnson,PF,27,ATL,5,0,10.8,1.0,3.2,.313,0.0,0.2,.000,1.0,3.0,.333,.313,0.6,1.0,.600,1.4,2.0,3.4,0.0,0.6,0.0,0.6,1.4,2.6,2011-2012
116,117,Joe Johnson,SG,30,ATL,6,6,40.5,6.3,17.0,.373,1.5,6.0,.250,4.8,11.0,.439,.417,3.0,4.0,.750,1.0,2.5,3.5,3.5,1.3,0.2,2.7,1.8,17.2,2011-2012
117,118,Dahntay Jones,SF,31,IND,7,0,8.3,0.6,2.6,.222,0.3,1.3,.222,0.3,1.3,.222,.278,1.0,1.0,1.000,0.6,0.4,1.0,0.4,0.1,0.0,0.4,1.6,2.4,2011-2012
118,119,James Jones,SG,31,MIA,20,0,8.7,0.8,2.2,.372,0.5,1.5,.300,0.4,0.7,.538,.477,0.5,0.5,1.000,0.3,0.8,1.0,0.1,0.2,0.1,0.2,0.6,2.6,2011-2012
119,120,DeAndre Jordan,C,23,LAC,11,11,22.6,1.9,3.6,.525,0.0,0.0,0,1.9,3.6,.525,.525,0.7,2.2,.333,1.6,3.6,5.3,0.4,0.6,1.6,0.6,1.8,4.5,2011-2012
120,121,Jerome Jordan,C,25,NYK,1,0,4.0,1.0,2.0,.500,0.0,0.0,0,1.0,2.0,.500,.500,0.0,0.0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2011-2012
121,122,Jason Kidd,PG,38,DAL,4,4,36.0,3.5,10.3,.341,2.3,6.5,.346,1.3,3.8,.333,.451,2.3,2.5,.900,0.8,5.3,6.0,6.0,3.0,0.3,2.8,1.8,11.5,2011-2012
122,123,Kyle Korver,SG,30,CHI,6,0,15.7,1.5,3.7,.409,0.7,2.2,.308,0.8,1.5,.556,.500,0.2,0.3,.500,0.2,1.5,1.7,1.5,0.5,0.5,0.8,1.7,3.8,2011-2012
123,124,Kosta Koufos,C,22,DEN,3,2,8.7,0.3,1.0,.333,0.0,0.0,0,0.3,1.0,.333,.333,0.0,0.0,0,1.3,2.3,3.7,0.0,0.0,0.3,1.0,1.7,0.7,2011-2012
124,125,Ty Lawson,PG,24,DEN,7,7,34.6,8.0,15.6,.514,1.3,4.0,.321,6.7,11.6,.580,.555,1.7,2.7,.632,0.6,2.0,2.6,6.0,1.0,0.1,1.1,1.7,19.0,2011-2012
125,126,Kawhi Leonard,SF,20,SAS,14,14,27.1,3.2,6.4,.500,1.3,2.9,.450,1.9,3.6,.540,.600,0.9,1.1,.813,1.3,4.6,5.9,0.6,1.2,0.4,0.9,1.6,8.6,2011-2012
126,127,John Lucas III,PG,29,CHI,5,0,18.8,3.6,8.0,.450,1.0,2.6,.385,2.6,5.4,.481,.513,0.4,0.4,1.000,0.4,1.0,1.4,1.8,0.0,0.0,1.2,1.4,8.6,2011-2012
127,128,Ian Mahinmi,C,25,DAL,4,0,17.5,2.3,3.5,.643,0.0,0.0,0,2.3,3.5,.643,.643,2.8,3.3,.846,2.3,2.3,4.5,0.0,0.8,0.8,0.3,3.3,7.3,2011-2012
128,129,Shawn Marion,SF,33,DAL,4,4,35.0,4.3,10.0,.425,1.0,3.5,.286,3.3,6.5,.500,.475,2.3,2.5,.900,2.3,5.8,8.0,1.0,0.3,1.3,2.5,3.5,11.8,2011-2012
129,130,Kenyon Martin,PF,34,LAC,11,0,17.5,2.0,3.8,.524,0.0,0.0,0,2.0,3.8,.524,.524,0.5,0.7,.625,1.0,2.2,3.2,0.3,0.4,1.7,0.4,3.3,4.5,2011-2012
130,131,O.J. Mayo,SG,24,MEM,7,0,23.3,2.4,8.9,.274,1.0,3.4,.292,1.4,5.4,.263,.331,3.0,3.9,.778,0.3,3.3,3.6,2.1,1.3,0.1,2.6,2.6,8.9,2011-2012
131,132,JaVale McGee,C,24,DEN,7,0,25.9,3.3,7.6,.434,0.0,0.0,0,3.3,7.6,.434,.434,2.0,3.7,.538,3.3,6.3,9.6,0.7,0.7,3.1,0.6,3.0,8.6,2011-2012
132,133,Tracy McGrady,SF,32,ATL,6,0,15.0,1.7,4.3,.385,0.0,0.7,.000,1.7,3.7,.455,.385,0.8,1.0,.833,1.0,1.8,2.8,1.0,0.0,0.3,1.7,0.7,4.2,2011-2012
133,134,Josh McRoberts,PF,24,LAL,6,0,2.7,0.2,0.7,.250,0.0,0.2,.000,0.2,0.5,.333,.250,0.0,0.0,0,0.0,0.7,0.7,0.2,0.0,0.2,0.3,0.2,0.3,2011-2012
134,135,Jodie Meeks,SG,24,PHI,13,1,7.8,0.7,2.0,.346,0.2,1.0,.231,0.5,1.0,.462,.404,1.1,1.1,1.000,0.2,0.2,0.3,0.3,0.2,0.1,0.3,0.8,2.7,2011-2012
135,136,Andre Miller,SG,35,DEN,7,0,28.6,4.4,10.4,.425,0.6,1.0,.571,3.9,9.4,.409,.452,1.9,2.1,.867,2.0,3.6,5.6,6.0,1.3,0.1,2.4,2.7,11.3,2011-2012
136,137,Mike Miller,SG,31,MIA,23,0,16.0,1.7,4.3,.404,1.3,3.3,.413,0.4,1.0,.375,.561,0.4,0.5,.818,0.4,2.1,2.5,0.7,0.4,0.1,0.5,1.8,5.2,2011-2012
137,138,Patty Mills,PG,23,SAS,8,0,3.9,0.8,1.4,.545,0.4,0.6,.600,0.4,0.8,.500,.682,0.0,0.0,0,0.1,0.3,0.4,0.6,0.1,0.0,0.4,0.3,1.9,2011-2012
138,139,Paul Millsap,PF,26,UTA,4,4,34.8,5.0,13.5,.370,0.0,0.8,.000,5.0,12.8,.392,.370,2.0,4.0,.500,4.3,6.8,11.0,0.5,0.3,2.5,2.3,2.8,12.0,2011-2012
139,140,Nazr Mohammed,C,34,OKC,8,0,10.4,1.0,2.0,.500,0.0,0.0,0,1.0,2.0,.500,.500,0.3,0.5,.500,0.9,1.1,2.0,0.1,0.0,0.4,0.3,2.4,2.3,2011-2012
140,141,E'Twaun Moore,PG,22,BOS,9,0,2.3,0.2,0.9,.250,0.0,0.2,.000,0.2,0.7,.333,.250,0.1,0.2,.500,0.0,0.3,0.3,0.3,0.0,0.1,0.1,0.2,0.6,2011-2012
141,142,Darius Morris,PG,21,LAL,4,0,2.0,0.8,0.8,1.000,0.3,0.3,1.000,0.5,0.5,1.000,1.167,0.8,1.0,.750,0.0,0.0,0.0,0.8,0.0,0.0,0.3,0.3,2.5,2011-2012
142,143,Timofey Mozgov,C,25,DEN,7,5,14.1,1.7,3.6,.480,0.0,0.0,0,1.7,3.6,.480,.480,0.6,1.1,.500,1.4,1.9,3.3,0.4,0.3,0.9,0.7,2.3,4.0,2011-2012
143,144,Troy Murphy,PF,31,LAL,4,0,3.8,0.3,0.3,1.000,0.3,0.3,1.000,0.0,0.0,0,1.500,0.0,0.0,0,0.0,0.8,0.8,0.0,0.0,0.0,0.5,0.0,0.8,2011-2012
144,145,Gary Neal,SG,27,SAS,14,0,15.5,2.8,5.9,.476,1.1,2.6,.444,1.6,3.3,.500,.573,0.8,0.9,.846,0.1,1.2,1.3,1.4,0.1,0.0,0.8,1.5,7.5,2011-2012
145,146,Jameer Nelson,PG,29,ORL,5,5,36.4,5.8,14.8,.392,1.6,5.0,.320,4.2,9.8,.429,.446,2.4,3.2,.750,0.2,3.6,3.8,6.6,0.8,0.2,2.0,2.6,15.6,2011-2012
146,147,Joakim Noah,C,26,CHI,3,3,33.0,6.3,8.7,.731,0.0,0.0,0,6.3,8.7,.731,.731,2.3,3.7,.636,3.0,6.3,9.3,3.0,0.7,1.3,0.3,1.7,15.0,2011-2012
147,148,Steve Novak,PF,28,NYK,5,1,19.0,0.8,1.8,.444,0.8,1.4,.571,0.0,0.4,.000,.667,0.0,0.0,0,0.6,2.4,3.0,0.0,0.0,0.2,0.6,1.4,2.4,2011-2012
148,149,Dirk Nowitzki,PF,33,DAL,4,4,38.5,8.5,19.3,.442,0.3,1.5,.167,8.3,17.8,.465,.448,9.5,10.5,.905,0.8,5.5,6.3,1.8,0.8,0.0,2.5,2.3,26.8,2011-2012
149,150,Daniel Orton,PF,21,ORL,4,0,2.3,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,1.0,1.0,1.000,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.8,1.0,2011-2012
150,151,Jannero Pargo,PG,32,ATL,5,0,9.2,1.2,4.2,.286,0.8,2.4,.333,0.4,1.8,.222,.381,0.0,0.0,0,0.2,0.8,1.0,1.2,0.4,0.0,0.6,1.0,3.2,2011-2012
151,152,Tony Parker,PG,29,SAS,14,14,36.1,7.3,16.1,.453,0.5,1.5,.333,6.8,14.6,.466,.469,5.1,6.3,.807,0.6,3.0,3.6,6.8,0.9,0.0,3.1,1.6,20.1,2011-2012
152,153,Chris Paul,PG,26,LAC,11,11,38.5,6.4,14.9,.427,1.2,3.5,.333,5.2,11.4,.456,.466,3.7,4.3,.872,0.5,4.5,5.1,7.9,2.7,0.1,3.9,2.7,17.6,2011-2012
153,154,Sasha Pavlović,SF,28,BOS,10,0,4.0,0.3,0.9,.333,0.1,0.5,.200,0.2,0.4,.500,.389,0.0,0.0,0,0.2,0.3,0.5,0.1,0.1,0.1,0.4,0.4,0.7,2011-2012
154,155,Kendrick Perkins,C,27,OKC,20,20,25.9,1.9,4.5,.416,0.0,0.0,0,1.9,4.5,.416,.416,1.0,1.3,.800,1.8,4.5,6.2,0.7,0.4,1.3,1.5,3.0,4.7,2011-2012
155,156,Paul Pierce,SF,34,BOS,20,20,38.9,6.0,15.6,.386,1.4,4.4,.310,4.7,11.2,.415,.429,5.5,6.2,.894,0.7,5.4,6.1,3.1,1.5,0.9,2.8,3.4,18.9,2011-2012
156,157,Mickaël Piétrus,SG,29,BOS,20,1,19.7,1.2,3.7,.329,0.6,2.7,.222,0.6,1.0,.632,.411,0.5,0.8,.563,0.6,1.5,2.1,0.1,0.7,0.3,0.5,2.5,3.5,2011-2012
157,158,Dexter Pittman,C,23,MIA,3,1,2.7,0.0,0.7,.000,0.0,0.0,0,0.0,0.7,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.7,0.0,2011-2012
158,159,Quincy Pondexter,SF,23,MEM,7,0,16.3,1.7,2.6,.667,0.3,0.6,.500,1.4,2.0,.714,.722,1.0,1.3,.778,0.4,1.9,2.3,0.3,0.6,0.0,0.7,1.9,4.7,2011-2012
159,160,A.J. Price,PG,25,IND,4,0,1.8,0.3,0.5,.500,0.0,0.0,0,0.3,0.5,.500,.500,0.0,0.0,0,0.3,0.3,0.5,0.3,0.0,0.0,0.0,0.0,0.5,2011-2012
160,161,Vladimir Radmanović,SF,31,ATL,2,0,7.5,0.0,2.0,.000,0.0,1.5,.000,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,1.5,0.0,2011-2012
161,162,Zach Randolph,PF,30,MEM,7,7,35.4,5.3,12.6,.420,0.0,0.6,.000,5.3,12.0,.440,.420,3.1,5.0,.629,3.9,6.0,9.9,0.9,1.0,0.6,1.6,3.6,13.7,2011-2012
162,163,JJ Redick,SG,27,ORL,5,0,24.6,3.8,8.8,.432,0.8,3.8,.211,3.0,5.0,.600,.477,2.4,2.8,.857,0.0,1.0,1.0,3.2,0.2,0.0,1.2,0.8,10.8,2011-2012
163,164,Jason Richardson,SG,31,ORL,5,5,29.6,4.2,10.6,.396,2.0,5.4,.370,2.2,5.2,.423,.491,1.0,2.4,.417,0.8,3.0,3.8,1.0,1.2,0.4,1.2,1.4,11.4,2011-2012
164,165,Quentin Richardson,SF,31,ORL,5,0,14.8,1.0,3.0,.333,0.4,1.4,.286,0.6,1.6,.375,.400,0.0,0.0,0,0.0,4.4,4.4,0.4,0.2,0.0,1.2,1.2,2.4,2011-2012
165,166,Rajon Rondo,PG,25,BOS,19,19,42.6,7.4,15.8,.468,0.4,1.6,.267,7.0,14.3,.491,.482,2.1,2.9,.696,1.8,4.9,6.7,11.9,2.4,0.1,3.8,2.1,17.3,2011-2012
166,167,Derrick Rose,PG,23,CHI,1,1,37.0,9.0,23.0,.391,3.0,6.0,.500,6.0,17.0,.353,.457,2.0,2.0,1.000,3.0,6.0,9.0,9.0,1.0,1.0,5.0,1.0,23.0,2011-2012
167,168,Thabo Sefolosha,SG,27,OKC,20,20,22.3,2.1,5.1,.402,0.8,2.5,.327,1.3,2.7,.472,.480,0.4,0.5,.889,0.6,2.1,2.7,1.3,1.5,0.5,0.6,2.2,5.3,2011-2012
168,169,Josh Selby,PG,20,MEM,1,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012
169,170,Ramon Sessions,PG,25,LAL,12,12,31.7,3.6,9.5,.377,0.3,2.1,.160,3.3,7.4,.438,.395,2.2,2.9,.743,0.3,2.8,3.0,3.6,0.3,0.1,1.8,2.3,9.7,2011-2012
170,171,Iman Shumpert,PG,21,NYK,1,1,19.0,0.0,2.0,.000,0.0,1.0,.000,0.0,1.0,.000,.000,0.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,2011-2012
171,172,Xavier Silas,SG,24,PHI,2,0,2.0,0.5,0.5,1.000,0.0,0.0,0,0.5,0.5,1.000,1.000,0.0,0.0,0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-2012
172,173,Bobby Simmons,SF,31,LAC,4,1,8.0,1.3,2.3,.556,0.3,1.0,.250,1.0,1.3,.800,.611,0.0,0.0,0,0.0,0.3,0.3,0.0,0.0,0.0,0.3,1.8,2.8,2011-2012
173,174,Ish Smith,PG,23,ORL,1,0,5.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2011-2012
174,175,J.R. Smith,SG,26,NYK,5,0,35.0,4.8,15.2,.316,1.0,5.6,.179,3.8,9.6,.396,.349,1.6,1.6,1.000,0.4,2.2,2.6,2.2,1.2,0.2,2.2,3.8,12.2,2011-2012
175,176,Josh Smith,PF,26,ATL,5,5,39.2,6.8,17.6,.386,0.0,0.8,.000,6.8,16.8,.405,.386,3.2,4.2,.762,2.0,11.6,13.6,4.8,0.6,1.0,3.0,2.8,16.8,2011-2012
176,177,Marreese Speights,PF,24,MEM,7,0,14.3,2.9,5.9,.488,0.0,0.0,0,2.9,5.9,.488,.488,0.9,1.4,.600,1.9,2.4,4.3,0.3,0.4,0.4,0.7,1.9,6.6,2011-2012
177,178,Tiago Splitter,C,27,SAS,13,0,12.9,2.3,3.6,.638,0.0,0.0,0,2.3,3.6,.638,.638,1.2,3.3,.372,0.6,2.2,2.8,0.8,0.4,0.3,0.7,1.8,5.8,2011-2012
178,179,Lance Stephenson,SG,21,IND,4,0,3.0,0.5,2.3,.222,0.3,0.5,.500,0.3,1.8,.143,.278,0.3,0.5,.500,0.0,0.0,0.0,0.3,0.0,0.0,0.5,0.5,1.5,2011-2012
179,180,Greg Stiemsma,C,26,BOS,19,0,7.5,0.6,0.9,.667,0.0,0.0,0,0.6,0.9,.667,.667,0.2,0.3,.667,0.5,1.7,2.2,0.3,0.2,0.6,0.2,1.4,1.5,2011-2012
180,181,Julyan Stone,SG,23,DEN,2,0,2.5,0.5,1.0,.500,0.0,0.0,0,0.5,1.0,.500,.500,0.0,0.0,0,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0.0,1.0,2011-2012
181,182,Amar'e Stoudemire,PF,29,NYK,4,4,34.8,5.0,9.0,.556,0.0,0.0,0,5.0,9.0,.556,.556,5.3,7.0,.750,2.0,4.5,6.5,0.8,1.3,0.3,3.0,4.0,15.3,2011-2012
182,183,Jeff Teague,PG,23,ATL,6,6,37.5,5.0,12.2,.411,1.2,2.8,.412,3.8,9.3,.411,.459,2.8,3.2,.895,0.7,3.0,3.7,4.2,0.8,0.8,1.7,3.0,14.0,2011-2012
183,184,Jason Terry,SG,34,DAL,4,1,34.8,5.0,11.0,.455,2.5,5.0,.500,2.5,6.0,.417,.568,1.3,2.0,.625,0.3,2.0,2.3,3.8,0.3,0.0,2.0,2.8,13.8,2011-2012
184,185,Jamaal Tinsley,PG,33,UTA,4,0,16.3,1.3,5.0,.250,0.3,1.0,.250,1.0,4.0,.250,.275,1.0,1.0,1.000,0.0,0.5,0.5,3.0,0.5,0.0,1.5,1.8,3.8,2011-2012
185,186,Ronny Turiaf,C,29,MIA,12,7,10.1,0.8,1.5,.556,0.0,0.0,0,0.8,1.5,.556,.556,0.3,0.9,.273,0.9,1.7,2.6,0.1,0.1,0.7,0.5,1.9,1.9,2011-2012
186,187,Hedo Türkoğlu,SF,32,ORL,5,5,32.4,3.0,8.2,.366,1.0,2.4,.417,2.0,5.8,.345,.427,1.4,2.2,.636,0.8,2.0,2.8,2.4,1.0,0.8,1.8,3.6,8.4,2011-2012
187,188,Evan Turner,SF,23,PHI,13,12,34.5,4.3,11.8,.364,0.0,0.5,.000,4.3,11.4,.378,.364,2.5,3.7,.688,1.1,6.5,7.5,2.5,0.9,0.5,2.3,2.8,11.2,2011-2012
188,189,Nikola Vučević,C,21,PHI,1,0,3.0,0.0,1.0,.000,0.0,0.0,0,0.0,1.0,.000,.000,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2011-2012
189,190,Dwyane Wade,SG,30,MIA,23,23,39.4,8.6,18.5,.462,0.4,1.5,.294,8.1,17.0,.477,.474,5.3,7.2,.729,1.4,3.8,5.2,4.3,1.7,1.3,3.0,2.8,22.8,2011-2012
190,191,Von Wafer,SG,26,ORL,1,0,6.0,3.0,5.0,.600,0.0,0.0,0,3.0,5.0,.600,.600,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2011-2012
191,192,C.J. Watson,PG,27,CHI,6,5,27.3,2.3,9.7,.241,0.7,2.7,.250,1.7,7.0,.238,.276,2.0,2.7,.750,0.2,2.0,2.2,5.5,0.8,0.0,1.2,2.7,7.3,2011-2012
192,193,David West,PF,31,IND,11,11,37.8,6.0,13.5,.446,0.0,0.0,0,6.0,13.5,.446,.446,3.3,4.0,.818,1.9,6.6,8.5,2.0,0.7,0.5,1.5,3.0,15.3,2011-2012
193,194,Delonte West,PG,28,DAL,4,3,22.0,2.8,6.5,.423,0.8,1.5,.500,2.0,5.0,.400,.481,1.3,1.3,1.000,0.5,1.3,1.8,2.0,0.8,0.0,0.8,1.3,7.5,2011-2012
194,195,Russell Westbrook,PG,23,OKC,20,20,38.4,8.9,20.4,.435,0.9,3.3,.277,8.0,17.1,.465,.457,4.5,5.6,.802,1.1,4.4,5.5,5.9,1.6,0.4,2.3,2.5,23.1,2011-2012
195,196,Lou Williams,PG,25,PHI,13,0,27.5,3.8,10.9,.352,0.6,3.7,.167,3.2,7.2,.447,.380,3.2,4.0,.788,0.2,1.8,2.1,3.0,1.0,0.0,1.2,1.3,11.5,2011-2012
196,197,Marvin Williams,SF,25,ATL,6,3,24.2,2.7,7.5,.356,1.3,2.7,.500,1.3,4.8,.276,.444,1.2,1.5,.778,0.8,4.7,5.5,0.8,0.5,0.3,0.5,1.5,7.8,2011-2012
197,198,Mo Williams,SG,29,LAC,11,0,20.8,3.7,8.5,.436,1.1,3.0,.364,2.6,5.5,.475,.500,1.1,1.2,.923,0.1,0.7,0.8,1.4,0.5,0.5,1.1,1.5,9.6,2011-2012
198,199,Sean Williams,C,25,BOS,2,0,3.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,2011-2012
199,200,Metta World Peace,SF,32,LAL,6,6,39.3,3.7,10.0,.367,2.3,6.0,.389,1.3,4.0,.333,.483,2.0,2.7,.750,0.5,3.0,3.5,2.3,2.2,0.7,0.8,3.0,11.7,2011-2012
200,201,Brandan Wright,C,24,DAL,4,0,6.8,0.5,1.3,.400,0.0,0.0,0,0.5,1.3,.400,.400,0.3,0.5,.500,0.5,0.8,1.3,0.0,0.3,0.3,0.8,1.0,1.3,2011-2012
201,202,Nick Young,SG,26,LAC,11,0,18.2,2.6,6.1,.433,1.5,3.0,.515,1.1,3.1,.353,.560,1.5,1.6,.889,0.1,1.0,1.1,0.3,0.3,0.4,0.6,1.8,8.3,2011-2012
202,203,Sam Young,SF,26,PHI,2,0,2.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,.000,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2011-2012
203,204,Thaddeus Young,PF,23,PHI,13,0,21.3,3.0,7.0,.429,0.0,0.0,0,3.0,7.0,.429,.429,1.7,2.4,.710,1.9,3.3,5.2,1.2,0.5,0.5,1.2,1.9,7.7,2011-2012
204,1,Ray Allen,SG,37,MIA,23,0,24.9,3.2,7.5,.430,1.7,4.2,.406,1.5,3.3,.461,.544,2.0,2.3,.870,0.6,2.2,2.8,1.3,0.5,0.1,1.2,1.8,10.2,2012-2013
205,2,Tony Allen,SG,31,MEM,15,15,28.1,3.6,8.3,.432,0.1,0.5,.250,3.5,7.8,.444,.440,2.9,3.9,.759,2.5,3.6,6.1,1.8,2.0,0.3,1.3,3.2,10.3,2012-2013
206,3,Chris Andersen,C,34,MIA,20,0,15.2,2.3,2.9,.807,0.0,0.0,0,2.3,2.9,.807,.807,1.8,2.5,.735,1.6,2.2,3.8,0.2,0.5,1.1,0.6,2.7,6.4,2012-2013
207,4,James Anderson,SG,23,HOU,2,0,9.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.0,0.0,0,0.5,1.5,2.0,0.0,0.0,0.0,0.0,1.0,1.0,2012-2013
208,5,Carmelo Anthony,PF,28,NYK,12,12,40.1,10.5,25.8,.406,1.4,4.8,.298,9.1,21.1,.431,.434,6.4,7.3,.885,0.9,5.7,6.6,1.6,1.1,0.2,2.6,3.8,28.8,2012-2013
209,6,Joel Anthony,C,30,MIA,14,0,5.1,0.2,0.7,.300,0.0,0.0,0,0.2,0.7,.300,.300,0.0,0.0,0,0.7,0.8,1.5,0.0,0.1,0.3,0.2,0.9,0.4,2012-2013
210,7,Darrell Arthur,PF,24,MEM,15,0,11.7,1.7,3.5,.472,0.0,0.1,.000,1.7,3.4,.490,.472,0.5,0.6,.889,0.9,1.6,2.5,0.4,0.1,0.3,0.5,2.4,3.9,2012-2013
211,8,Ömer Aşık,C,26,HOU,6,6,34.7,3.7,6.5,.564,0.0,0.0,0,3.7,6.5,.564,.564,5.0,7.8,.638,3.5,7.7,11.2,0.5,0.5,1.7,2.0,3.7,12.3,2012-2013
212,9,D.J. Augustin,PG,25,IND,19,1,16.6,1.4,3.7,.380,1.0,2.5,.396,0.4,1.2,.348,.514,1.3,1.6,.806,0.1,0.7,0.8,0.7,0.4,0.0,0.5,1.4,5.2,2012-2013
213,10,Gustavo Ayón,C,27,MIL,3,0,2.3,0.7,1.3,.500,0.0,0.0,0,0.7,1.3,.500,.500,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2012-2013
214,11,Jeff Ayres,PF,25,IND,9,0,7.9,0.9,2.7,.333,0.0,0.1,.000,0.9,2.6,.348,.333,0.0,0.0,0,0.4,1.6,2.0,0.1,0.0,0.2,0.3,1.6,1.8,2012-2013
215,12,Harrison Barnes,SF,20,GSW,12,12,38.4,6.0,13.5,.444,1.6,4.3,.365,4.4,9.2,.482,.503,2.5,2.9,.857,1.5,4.9,6.4,1.3,0.6,0.4,1.3,2.8,16.1,2012-2013
216,13,Matt Barnes,SF,32,LAC,6,0,27.0,4.0,7.3,.545,1.2,2.8,.412,2.8,4.5,.630,.625,2.7,3.2,.842,1.2,3.8,5.0,0.5,0.7,0.3,0.8,3.8,11.8,2012-2013
217,14,Brandon Bass,PF,27,BOS,6,5,34.0,2.3,4.8,.483,0.0,0.0,0,2.3,4.8,.483,.483,2.0,2.5,.800,1.3,5.3,6.7,1.2,0.3,0.2,0.8,2.8,6.7,2012-2013
218,15,Shane Battier,SF,34,MIA,22,0,17.8,1.2,4.2,.290,1.2,4.0,.295,0.0,0.2,.200,.430,1.0,1.3,.821,0.4,1.3,1.7,0.5,0.2,0.3,0.2,2.2,4.7,2012-2013
